"","ListingKey","ListingNumber","ListingCreationDate","CreditGrade","Term","LoanStatus","ClosedDate","BorrowerAPR","BorrowerRate","LenderYield","EstimatedEffectiveYield","EstimatedLoss","EstimatedReturn","ProsperRating..numeric.","ProsperRating..Alpha.","ProsperScore","ListingCategory..numeric.","BorrowerState","Occupation","EmploymentStatus","EmploymentStatusDuration","IsBorrowerHomeowner","CurrentlyInGroup","GroupKey","DateCreditPulled","CreditScoreRangeLower","CreditScoreRangeUpper","FirstRecordedCreditLine","CurrentCreditLines","OpenCreditLines","TotalCreditLinespast7years","OpenRevolvingAccounts","OpenRevolvingMonthlyPayment","InquiriesLast6Months","TotalInquiries","CurrentDelinquencies","AmountDelinquent","DelinquenciesLast7Years","PublicRecordsLast10Years","PublicRecordsLast12Months","RevolvingCreditBalance","BankcardUtilization","AvailableBankcardCredit","TotalTrades","TradesNeverDelinquent..percentage.","TradesOpenedLast6Months","DebtToIncomeRatio","IncomeRange","IncomeVerifiable","StatedMonthlyIncome","LoanKey","TotalProsperLoans","TotalProsperPaymentsBilled","OnTimeProsperPayments","ProsperPaymentsLessThanOneMonthLate","ProsperPaymentsOneMonthPlusLate","ProsperPrincipalBorrowed","ProsperPrincipalOutstanding","ScorexChangeAtTimeOfListing","LoanCurrentDaysDelinquent","LoanFirstDefaultedCycleNumber","LoanMonthsSinceOrigination","LoanNumber","LoanOriginalAmount","LoanOriginationDate","LoanOriginationQuarter","MemberKey","MonthlyLoanPayment","LP_CustomerPayments","LP_CustomerPrincipalPayments","LP_InterestandFees","LP_ServiceFees","LP_CollectionFees","LP_GrossPrincipalLoss","LP_NetPrincipalLoss","LP_NonPrincipalRecoverypayments","PercentFunded","Recommendations","InvestmentFromFriendsCount","InvestmentFromFriendsAmount","Investors"
"11","0F123545674891886D9F106",587746,"2012-05-10 07:04:01.577000000","",60,"Current","",0.27462,0.2489,0.2389,0.2332,0.089,0.1442,4,"C",7,1,"MD","Fireman","Employed",300,"False","False","","2012-04-22 08:38:09",640,659,"1989-11-29 00:00:00",2,2,56,4,25,1,2,1,253,28,1,0,387,0.51,363,47,0.72,0,0.12,"$75,000-99,999","True",7500,"7C083651269973612460D6D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,65946,13500,"2012-05-17 00:00:00","Q2 2012","495135444217488604DC05A",395.37,8302.77,2975.24,5327.53,-214.04,0,0,0,0,1,0,0,0,19
"12","0F1734025150298088A5F2B",213551,"2007-10-09 20:28:33.640000000","C",36,"Completed","2008-01-07 00:00:00",0.15033,0.1325,0.1225,NA,NA,NA,NA,"",NA,0,"","Waiter/Waitress","Full-time",19,"False","False","","2007-10-08 13:13:44.363000000",640,659,"2000-11-13 00:00:00",2,2,10,1,40,3,5,3,2224,1,0,0,1220,0.32,2580,7,0.4,0,0.27,"$1-24,999","True",1666.666667,"F375340302234633830A957",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,77,20907,1000,"2007-10-18 00:00:00","Q4 2007","59423376541417552B94BD3",33.81,1011.65,1000,11.65,-0.88,0,0,0,0,1,0,0,0,53
"13","0F1A3597143888805163EF7",1081604,"2013-12-15 20:01:10.757000000","",36,"Past Due (1-15 days)","",0.17969,0.1435,0.1335,0.1264,0.0524,0.074,5,"B",4,1,"AL","Sales - Retail","Employed",1,"False","False","","2013-12-15 20:01:13",680,699,"1996-11-09 00:00:00",9,7,29,8,290,1,4,0,0,0,0,0,8624,0.7,3626,20,1,0,0.18,"$25,000-49,999","True",2416.666667,"209F3701889728853CD17F7",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,125045,4000,"2014-01-07 00:00:00","Q1 2014","9F9C37005448788963E33D3",137.39,135.8174,88.64,47.1774,-3.4,0,0,0,0,1,0,0,0,1
"14","0F1C3583260311305D68F87",840820,"2013-07-15 16:28:28.087000000","",36,"Current","",0.13138,0.1034,0.0934,0.0905,0.0274,0.0631,6,"A",8,1,"AZ","Construction","Employed",98,"True","False","","2013-07-11 16:51:03",740,759,"2007-03-20 00:00:00",9,8,18,8,260,0,2,0,0,0,0,0,9171,0.32,19129,18,0.94,0,0.09,"$50,000-74,999","True",5833.333333,"C7F936888258982629356F0",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,96202,8500,"2013-07-18 00:00:00","Q3 2013","576B35832224805087429E3",275.63,1929.41,1449.41,480,-46.42,0,0,0,0,1,0,0,0,171
"15","0F353575943675863D1AFC0",757359,"2013-04-19 11:17:41.700000000","",60,"Current","",0.11695,0.0949,0.0849,0.0827,0.0224,0.0603,6,"A",8,1,"VA","Computer Programmer","Employed",35,"False","False","","2013-04-19 11:17:38",740,759,"1992-07-06 00:00:00",25,22,48,20,823,0,1,0,0,0,0,0,32898,0.43,42204,48,1,0,0.2,"$100,000+","True",10833.333333,"2BEF3682506622112EC4790",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,90060,19330,"2013-05-13 00:00:00","Q2 2013","144D3576034103084EB07BD",415.37,3738.33,2428.1,1310.23,-138.07,0,0,0,0,0.7731,0,0,0,371
"16","0F483544120452347F48121",577164,"2012-04-10 09:14:46.297000000","",36,"Defaulted","2012-12-19 00:00:00",0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,"HR",5,13,"FL","Other","Other",121,"True","False","","2012-04-10 09:14:41",700,719,"1999-03-08 00:00:00",10,9,18,5,300,0,1,0,0,0,1,0,9103,0.97,178,17,0.94,0,0.49,"$50,000-74,999","True",5500,"3EE2364952142596779635D",NA,NA,NA,NA,NA,NA,NA,NA,140,8,23,63982,4000,"2012-04-19 00:00:00","Q2 2012","924335448287456229847ED",173.71,521.13,209.75,311.38,-9.81,0,3790.25,3790.25,0,1,0,0,0,10
"17","0F4835843081468212F0892",841846,"2013-07-16 12:42:48.680000000","",60,"Current","",0.30748,0.2809,0.2709,0.2473,0.1225,0.1248,2,"E",4,6,"CA","Professional","Full-time",133,"True","False","","2013-07-16 12:42:39",640,659,"2001-08-11 00:00:00",6,7,29,3,492,1,3,1,2469,12,0,0,14030,1,27,25,0.84,0,0.15,"$75,000-99,999","True",8291.666667,"2C78368704199057024A715",3,67,67,0,0,10700,4064.87,-19,0,NA,8,95921,4000,"2013-07-18 00:00:00","Q3 2013","5EEA342856091111796D191",124.76,873.32,227.07,646.25,-23.01,0,0,0,0,1,0,0,0,8
"18","0FDF336575182398852A8DC",31540,"2006-08-15 12:21:09.433000000","AA",36,"Chargedoff","2008-05-22 00:00:00",0.13202,0.125,0.1175,NA,NA,NA,NA,"",NA,0,"","Professional","Not available",NA,"True","True","EF543365873906104DC9A04","2006-08-15 10:56:13.020000000",760,779,"1990-05-19 00:00:00",NA,NA,36,16,346,7,17,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.12,"Not displayed","True",5833.333333,"51453366538336630763636",NA,NA,NA,NA,NA,NA,NA,NA,2239,1,91,2711,10000,"2006-08-22 00:00:00","Q3 2006","893E3365582060699EBBADA",334.54,5325.33,3987.33,1338,-54.61,0,6012.65,6012.67,268.96,1,0,0,0,85
"19","0FF2357105361877390B58D",716058,"2013-02-20 03:48:37.470000000","",36,"Current","",0.12528,0.0974,0.0874,0.0849,0.0249,0.06,6,"A",7,1,"PA","Sales - Commission","Employed",179,"False","False","","2013-02-20 03:48:33",740,759,"1994-12-20 00:00:00",10,9,34,7,451,0,1,0,0,0,0,0,18573,0.54,15507,32,1,0,0.24,"$75,000-99,999","True",6250,"BC2D367678091765710DFF4",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12,85974,15000,"2013-03-11 00:00:00","Q1 2013","D5E335704060526221DB3EC",482.18,5303.98,4121.04,1182.94,-121.47,0,0,0,0,1,0,0,0,303
"20","0FFC35866018516621B0D3F",875565,"2013-08-21 06:49:02.093000000","",60,"Current","",0.24754,0.2225,0.2125,0.1952,0.1025,0.0927,3,"D",8,1,"OR","Laborer","Employed",18,"False","False","","2013-10-04 17:49:53",680,699,"2007-08-13 00:00:00",15,15,24,8,331,0,2,0,0,0,0,0,3140,0.6,1987,20,1,0,0.41,"$25,000-49,999","True",3075,"A02836960150183071E32AD",1,12,12,0,0,8000,5786,NA,0,NA,5,105323,6500,"2013-10-10 00:00:00","Q4 2013","5C1F3558174611333FDE6AD",180.45,717.8377,241.16,476.6777,-21.61,0,0,0,0,1,0,0,0,1
"21","101635959323992333B3C70",1011916,"2013-11-22 11:35:02.987000000","",36,"Current","",0.16732,0.1314,0.1214,0.11567,0.0449,0.07077,5,"B",7,1,"MN","Retail Management","Employed",175,"True","False","","2013-11-22 11:35:09",660,679,"1984-12-06 00:00:00",9,9,23,8,548,0,4,0,0,0,1,0,20551,0.95,822,21,0.95,0,0.2,"$50,000-74,999","True",5166.666667,"CF0237002370068126643CF",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,118374,14000,"2013-11-29 00:00:00","Q4 2013","EE87369998817685827DC40",472.66,1412.94,969.86,443.08,-34.11,0,0,0,0,1,0,0,0,1
"22","1017340630713945364DA6B",241498,"2007-11-30 20:33:49.227000000","D",36,"Completed","2010-12-12 00:00:00",0.21488,0.2075,0.1975,NA,NA,NA,NA,"",NA,0,"MI","Professional","Full-time",36,"False","True","6C2E3384236387493493CB6","2007-11-11 14:24:41.350000000",620,639,"2003-06-20 00:00:00",4,4,13,3,15,0,8,1,5200,5,1,0,134,0.08,1366,6,0.37,0,0.09,"$25,000-49,999","True",3750,"AAE33407411466742AA4570",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,75,23565,3000,"2007-12-12 00:00:00","Q4 2007","27F53404042184361C6DCD9",112.64,4061.05,3000,1061.05,-51.12,0,0,0,0,1,0,0,0,53
"23","101735700321773921526BF",706927,"2013-01-30 09:36:13.783000000","",36,"Current","",0.35356,0.3134,0.3034,0.276,0.1575,0.1185,1,"HR",2,1,"NY","Other","Other",68,"False","False","","2013-01-30 09:36:09",700,719,"1988-03-01 00:00:00",9,9,18,8,617,0,0,0,0,0,1,0,10050,0.4,4465,17,0.76,0,9.2,"$1-24,999","True",118.333333,"8D313674169912018750992",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13,84693,4000,"2013-02-05 00:00:00","Q1 2013","E09A35706330259139A80F8",172.76,2073.12,951,1122.12,-35.8,0,0,0,0,1,0,0,0,94
"24","101B35764008108187B2EBA",758964,"2013-04-22 13:29:19.073000000","",36,"Defaulted","2013-12-26 00:00:00",0.28032,0.2419,0.2319,0.2126,0.1075,0.1051,3,"D",5,15,"IL","Skilled Labor","Employed",3,"False","False","","2013-04-22 13:29:14",680,699,"1998-06-09 00:00:00",7,7,34,5,245,0,0,0,0,0,0,0,7975,0.84,607,22,1,0,0.39,"$25,000-49,999","True",2500,"D0623679715048926AB9F4D",NA,NA,NA,NA,NA,NA,NA,NA,193,8,11,89204,2000,"2013-04-26 00:00:00","Q2 2013","93173576199169167625E6A",78.67,236.01,117.73,118.28,-4.89,0,1882.27,1882.27,0,1,0,0,0,30
"25","101B3596709094692AC79C0",1046345,"2013-12-03 11:34:46.127000000","",36,"Current","",0.19859,0.162,0.152,0.14256,0.0649,0.07766,4,"C",5,1,"LA","Other","Employed",91,"True","False","","2013-12-03 11:34:55",660,679,"1994-05-03 00:00:00",10,8,51,5,81,3,10,0,0,8,1,0,1349,0.17,4770,47,0.91,3,0.16,"$25,000-49,999","True",2333.333333,"AE413701157050387A7B5B7",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,122689,4000,"2013-12-18 00:00:00","Q4 2013","C6F33582431585711C036C6",141.02,280.2647,173.15,107.1147,-6.72,0,0,0,0,1,0,0,0,1
"26","10223590888942486E3826E",950067,"2013-10-02 14:31:09.157000000","",36,"Current","",0.30182,0.2629,0.2529,0.23057,0.1275,0.10307,2,"E",3,15,"CA","Engineer - Mechanical","Employed",15,"False","False","","2013-09-21 15:33:38",680,699,"2000-05-11 00:00:00",2,2,16,2,38,1,4,0,0,4,2,0,331,0.07,4069,10,0.72,1,0.12,"$75,000-99,999","True",6974,"E2733695363511227B7135C",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,105431,4000,"2013-10-10 00:00:00","Q4 2013","E96236933928960773A10CB",161.78,647.12,302.67,344.45,-13.11,0,0,0,0,1,0,0,0,3
"27","0F4F3571508214190FD75CB",713131,"2013-02-12 18:07:31.690000000","",60,"Completed","2013-10-22 00:00:00",0.30748,0.2809,0.2709,0.2473,0.1225,0.1248,2,"E",3,1,"NY","Sales - Commission","Employed",25,"False","False","","2013-02-12 18:07:23",660,679,"1975-10-26 00:00:00",7,6,12,6,95,2,3,0,0,0,0,0,2033,0.3,3619,10,1,1,0.11,"$25,000-49,999","True",3885.916667,"3B763675825568665C5122A",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13,85538,4000,"2013-02-21 00:00:00","Q1 2013","D34635704845304767FB258",124.76,4725.35,4000,725.35,-25.81,0,0,0,0,1,0,0,0,37
"28","0F5034867864161084F3789",463083,"2010-06-16 16:23:44.533000000","",36,"Completed","2013-07-03 00:00:00",0.11296,0.092,0.082,0.0608,0.021,0.0608,6,"A",9,1,"CO","Executive","Full-time",10,"True","False","","2010-06-04 10:18:55",700,719,"2000-04-11 00:00:00",16,16,49,11,294,2,8,0,0,0,0,0,7246,0.09,30794,40,1,2,0.26,"$75,000-99,999","True",6666.666667,"7E583591759296638A02214",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,45,43110,4000,"2010-06-24 00:00:00","Q2 2010","B39A347662239828607EAC0",0,4594.48,4000,594.48,-64.62,0,0,0,0,1,0,0,0,121
"29","0F53359346357513247D86B",989519,"2013-11-02 16:01:28.050000000","",36,"Current","",0.20268,0.166,0.156,0.14661,0.0624,0.08421,4,"C",4,2,"PA","Military Enlisted","Employed",48,"True","False","","2013-11-02 16:01:30",720,739,"2009-12-22 00:00:00",5,5,7,4,60,0,3,0,0,0,0,0,2919,0.31,6381,5,1,0,0.12,"$25,000-49,999","True",3600,"DE4A3697562098725B01EB1",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,110393,10000,"2013-11-13 00:00:00","Q4 2013","0DE73588988288887B4A5BD",354.54,6449.9921,6080.07,369.9221,-22.56,0,0,0,0,1,0,0,0,1
"30","0F563597161095613517437",1051243,"2013-12-17 09:18:33.220000000","",36,"Current","",0.15223,0.1239,0.1139,0.109,0.0399,0.0691,6,"A",6,1,"LA","Other","Employed",16,"True","False","","2013-12-17 09:18:36",740,759,"1973-12-01 00:00:00",24,21,50,13,533,2,12,0,0,0,1,0,17451,0.34,24401,47,0.97,2,0.32,"$100,000+","True",10416.666667,"A8B83704317372651543A02",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,127405,35000,"2014-01-16 00:00:00","Q1 2014","BD9D3700316006874885EE9",1169.03,1157.1492,800.72,356.4292,-29.73,0,0,0,0,1,0,0,0,1
"31","0F57353904771934596FE9F",555213,"2012-01-30 17:59:17.200000000","",36,"Completed","2012-12-19 00:00:00",0.12782,0.0999,0.0899,0.0897,0.038,0.0517,6,"A",9,20,"CA","Other","Employed",44,"False","False","","2012-01-30 17:59:13",740,759,"1988-06-01 00:00:00",4,4,19,4,105,0,0,1,42488,10,1,0,4307,0.13,25779,18,0.72,1,0.11,"$25,000-49,999","True",3750,"FBCE36430983505912FD996",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25,60054,10000,"2012-02-07 00:00:00","Q1 2012","340135388011647459E80ED",322.62,10681.27,9994.95,686.32,-68.22,0,0,0,0,1,0,0,0,30
"32","0F683558129866945165D36",643927,"2012-09-21 13:37:43.210000000","",36,"Current","",0.35797,0.3177,0.3077,0.2896,0.1625,0.1271,1,"HR",5,2,"WI","Other","Other",44,"False","False","","2012-09-21 13:37:41",680,699,"1979-05-01 00:00:00",0,0,21,0,0,0,0,0,0,27,1,0,0,0,0,20,0.6,0,0.04,"$25,000-49,999","True",2250,"52C13661956879502774109",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,75030,2000,"2012-09-27 00:00:00","Q3 2012","C3EC355869195409459022F",86.85,1476.45,715.61,760.84,-23.95,0,0,0,0,1,0,0,0,24
"33","0F683599787642317AE85C5",1132356,"2014-01-10 11:19:14.947000000","",36,"Current","",0.16324,0.1274,0.1174,0.1121,0.0424,0.0697,5,"B",8,1,"NY","Clerical","Employed",269,"True","False","","2014-01-10 11:19:17",660,679,"1994-05-18 00:00:00",9,8,30,7,610,0,6,0,0,51,0,0,25224,0.8,5049,29,0.96,0,0.22,"$75,000-99,999","True",7000,"A4AC370349156606872339B",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,127880,25000,"2014-01-22 00:00:00","Q1 2014","6F083703053478993AB286E",839.22,830.494,568.71,261.784,-21.23,0,0,0,0,1,0,0,0,1
"34","0F6B3496936961316AEE1B2",478891,"2010-10-10 13:23:30.757000000","",36,"Completed","2012-12-21 00:00:00",0.08191,0.0785,0.0685,0.0555,0.013,0.0555,7,"AA",10,7,"IL","Other","Employed",7,"False","False","","2010-10-10 13:23:26",760,779,"2003-12-01 00:00:00",6,3,17,3,58,0,3,0,0,0,1,0,41,0.01,3859,14,0.92,0,0.05,"$100,000+","True",13083.333333,"91E0360126027167265496D",1,8,8,0,0,4000,0.01,161,0,NA,41,44987,16000,"2010-10-26 00:00:00","Q4 2010","133934011836722102F6685",500.28,17544.95,16000,1544.95,-196.82,0,0,0,0,1,0,0,0,326
"35","0F6C3603015887476F3F015",1180690,"2014-02-24 12:55:20.430000000","",36,"Current","",0.22966,0.192,0.182,0.1681,0.0899,0.0782,4,"C",5,1,"GA","","Other",426,"True","False","","2014-02-06 16:59:27",640,659,"1978-10-01 00:00:00",6,6,16,4,60,1,5,2,15543,15,1,0,4175,0.91,266,14,0.75,0,0.17,"$25,000-49,999","True",4058.333333,"0C2F3706762182722E94190",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,133362,10000,"2014-02-27 00:00:00","Q1 2014","7F713705008241559FA36D8",367.57,0,0,0,0,0,0,0,0,1,0,0,0,1
"36","1092353380565801709A4A2",544093,"2011-12-11 16:47:05.710000000","",36,"Current","",0.19108,0.1621,0.1521,0.1495,0.0595,0.09,5,"B",8,1,"OH","Retail Management","Employed",55,"False","False","","2011-12-10 08:09:01",700,719,"2001-06-08 00:00:00",8,5,16,3,193,0,0,0,0,0,0,0,5328,0.58,3282,16,0.87,0,0.2,"$25,000-49,999","True",3833.333333,"EEA53637882709564813EFA",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,27,57780,9000,"2011-12-21 00:00:00","Q4 2011","6195342487999332804399C",317.35,8251.1,6044.1,2207,-136.14,0,0,0,0,1,0,0,0,14
"37","1092359520343159157D1AC",1059633,"2013-11-27 11:46:18.690000000","",36,"Current","",0.32446,0.285,0.275,0.25006,0.1475,0.10256,2,"E",2,1,"MN","Professional","Employed",112,"True","False","","2013-11-27 11:46:26",680,699,"1974-03-23 00:00:00",12,11,34,10,757,3,5,0,0,12,0,0,103263,0.55,31444,32,0.87,2,0.14,"$100,000+","True",8750,"057C3701233443032E641FA",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,121285,10000,"2013-12-11 00:00:00","Q4 2013","516C36998789246407CA1E9",416.34,832.68,352.79,479.89,-16.84,0,0,0,0,1,0,0,0,3
